quote_unixtime,quote_readtime,quote_date,quote_time_hours,underlying_last,expire_date,expire_unix,dte,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,strike,p_bid,p_ask,p_size,p_last,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,strike_distance,strike_distance_pct
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,0.90946,0,0,NA,NA,0,30 x 30,750.1,753.4,3100,0.05,0.15,541 x 913,0.08,-0.00119,-3e-5,0.02361,-0.0572,-5.8e-4,0.50099,4,753.4,0.196
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.99218,1e-5,0.10585,-0.34615,0.65023,0.57042,NA,0,45 x 30,702.3,706.2,3150,0.05,0.1,967 x 125,0.15,-0.00111,2e-5,0.01982,-0.04411,-4e-4,0.45581,60,703.4,0.183
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,1.91441,0,0,NA,NA,0,30 x 30,650,653.9,3200,0.05,0.2,1185 x 1068,0.11,-0.00167,4e-5,0.03131,-0.06852,-0.00134,0.44229,1320,653.4,0.17
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,2.41617,0,0,NA,NA,0,44 x 30,599.8,603.8,3250,0.1,0.15,860 x 67,0.15,-0.0022,3e-5,0.03332,-0.06809,-0.00173,0.40815,50,603.4,0.157
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,2.919,0,0,NA,NA,0,30 x 30,550.4,553.8,3300,0.1,0.2,903 x 595,0.12,-0.00238,2e-5,0.04111,-0.08005,-0.0023,0.38134,565,553.4,0.144
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,3.42107,0,0,NA,NA,0,30 x 30,500.7,504,3350,0.15,0.25,300 x 987,0.17,-0.00309,1e-5,0.05514,-0.10235,-0.0027,0.35729,665,503.4,0.131
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,3.92383,0,0,NA,NA,0,30 x 30,450.5,453.7,3400,0.15,0.25,642 x 459,0.25,-0.0031,2e-5,0.06047,-0.10079,-0.00286,0.32338,1900,453.4,0.118
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,4.42612,0,0,NA,NA,0,45 x 30,400.4,404,3450,0.2,0.3,504 x 605,0.25,-0.00458,4e-5,0.0776,-0.12156,-0.00379,0.29607,179,403.4,0.105
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,4.92789,0,0,NA,1,291.44,40 x 30,350.5,354.1,3500,0.25,0.35,122 x 795,0.3,-0.00634,1.6e-4,0.0988,-0.14048,-0.00484,0.26699,1,353.4,0.092
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.1797,0,0,NA,NA,0,58 x 30,325.5,329.1,3525,0.25,0.35,723 x 425,0.25,-0.00635,1.6e-4,0.10385,-0.13867,-0.00506,0.24905,398,328.4,0.085
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.43041,0,0,NA,3,293.7,30 x 30,300.8,304.2,3550,0.3,0.4,590 x 422,0.36,-0.0074400000000000004,2e-4,0.12347,-0.15741,-0.00666,0.23644,20,303.4,0.079
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.53054,0,0,NA,NA,0,30 x 30,290.8,294.3,3560,0.3,0.45,706 x 518,0.45,-0.00814,2.1e-4,0.13284,-0.16594,-0.00668,0.23073,32,293.4,0.076
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.63088,0,0,NA,NA,0,42 x 30,280.7,284.3,3570,0.35,0.45,491 x 240,0.45,-0.00951,1.6e-4,0.14228,-0.17432,-0.00731,0.22509,1,283.4,0.074
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.68134,0,0,NA,NA,0,73 x 30,275.3,279.3,3575,0.35,0.5,776 x 689,0.45,-0.00957,1.8e-4,0.1501,-0.18347,-0.00864,0.22309,12,278.4,0.072
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.73211,0,0,NA,NA,0,30 x 30,270.9,274.3,3580,0.4,0.5,231 x 354,0.75,-0.01047,2.2e-4,0.15837,-0.19216,-0.0084,0.22131,1,273.4,0.071
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.832,0,0,NA,NA,0,46 x 30,260.8,264.4,3590,0.45,0.55,231 x 452,1.05,-0.0114,2.1e-4,0.17453,-0.20946,-0.0101,0.21764,1,263.4,0.068
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,5.93244,0,0,NA,1,267.45,69 x 30,250.8,254.5,3600,0.5,0.6,230 x 265,0.65,-0.01328,2.3e-4,0.19109,-0.22517,-0.01059,0.21285,130,253.4,0.066
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.03349,0,0,NA,NA,0,68 x 30,241.1,244.7,3610,0.55,0.7,678 x 390,0.8,-0.01462,3.6e-4,0.21381,-0.24958,-0.01257,0.2092,57,243.4,0.063
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.1336,0,0,NA,NA,0,30 x 30,231.2,234.6,3620,0.65,0.75,315 x 216,0.9,-0.01713,3.7e-4,0.23702,-0.27292,-0.01365,0.20454,39,233.4,0.061
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.1841,0,0,NA,NA,0,30 x 30,226.3,229.5,3625,0.7,0.8,425 x 116,1,-0.01798,4.3e-4,0.25129,-0.28877,-0.01516,0.20257,82,228.4,0.059
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.23455,0,0,NA,NA,0,43 x 30,221.2,224.8,3630,0.75,0.9,469 x 449,1.15,-0.01964,3.7e-4,0.27063,-0.31072,-0.01582,0.20182,23,223.4,0.058
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.99962,0,0,-0.62809,0.76886,0.00111,NA,0,30 x 30,216.9,220.2,3635,0.85,0.95,251 x 213,1.1,-0.02166,4.6e-4,0.29019,-0.33335,-0.01751,0.20012,32,218.4,0.057
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.33424,0,0,NA,NA,0,85 x 30,211.5,215.2,3640,0.9,1.05,371 x 428,1.2,-0.02314,4.4e-4,0.31001,-0.35469,-0.01877,0.19921,3033,213.4,0.055
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.38521,0,0,NA,NA,0,30 x 60,206.6,210,3645,1,1.15,450 x 324,1.65,-0.0251,5.7e-4,0.33462,-0.38236,-0.02056,0.1981,27,208.4,0.054
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.43471,0,0,NA,1,226,30 x 30,201.7,204.9,3650,1.15,1.2,34 x 45,1.25,-0.02768,5.7e-4,0.35893,-0.41003,-0.02279,0.19648,289,203.4,0.053
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.48556,0,0,NA,NA,0,34 x 30,196.4,200.2,3655,1.2,1.35,156 x 315,1.4,-0.02979,6.5e-4,0.38258,-0.436,-0.02465,0.1952,32,198.4,0.051
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.53584,0,0,6.2e-4,1,209.72,30 x 30,192,195.4,3660,1.35,1.5,228 x 292,1.5,-0.03307,6.9e-4,0.41522,-0.47442,-0.027,0.19509,37,193.4,0.05
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.99941,0,0,-0.08519,0.7747,6.9e-4,NA,0,30 x 30,187.1,190.5,3665,1.45,1.6,327 x 219,1.65,-0.03564,7.2e-4,0.43889,-0.499,-0.02863,0.19262,24,188.4,0.049
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,1,0,6.63585,0,0,6.7e-4,NA,0,30 x 30,182.3,185.7,3670,1.65,1.8,382 x 149,1.85,-0.03919,7.3e-4,0.47929,-0.54753,-0.03211,0.1933,33,183.4,0.048
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.99674,1e-4,0.03937,-0.10833,0.77553,0.1148,1,195.17,64 x 30,177.3,180.9,3675,1.85,2,192 x 229,2.05,-0.04344,8.2e-4,0.51806,-0.59496,-0.03564,0.1929,78,178.4,0.046
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.98854,3.2e-4,0.16137,-0.20913,0.76904,0.139,NA,0,37 x 30,172.6,176.1,3680,2.05,2.2,172 x 169,2.2,-0.0473,9e-4,0.55604,-0.63969,-0.03879,0.1916,163,173.4,0.045
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.97991,5.2e-4,0.26227,-0.30889,0.7636,0.14899,NA,0,30 x 30,168,171.3,3685,2.3,2.45,228 x 195,2.35,-0.05238,0.00101,0.6005,-0.6939,-0.04297,0.192,54,168.4,0.044
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.97505,6.2e-4,0.32097,-0.36845,0.76055,0.1522,3,0,44 x 30,163.1,166.6,3690,2.55,2.7,249 x 131,2.8,-0.05675,0.00107,0.6446,-0.74503,-0.04668,0.19096,92,163.4,0.042
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.96816,7.9e-4,0.39745,-0.45153,0.75569,0.15629,NA,0,30 x 30,158.6,161.7,3695,2.85,3,135 x 127,2.9,-0.06193,0.0012,0.69292,-0.80424,-0.05152,0.19115,34,158.4,0.041
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.96145,8.7e-4,0.467,-0.52827,0.75075,0.15953,1,121.65,59 x 30,153.7,157.2,3700,3.2,3.4,150 x 324,3.5,-0.06886,0.00128,0.7492,-0.8759,-0.05636,0.19134,175,153.4,0.04
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.95372,0.00104,0.54047,-0.61129,0.74552,0.16171,1,118.2,49 x 30,149.1,152.5,3705,3.5,3.7,199 x 100,3.6,-0.07432,0.0013,0.79512,-0.92845,-0.06101,0.19053,68,148.4,0.039
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.94337,0.00117,0.63201,-0.72297,0.73905,0.16604,NA,0,30 x 30,144.7,147.9,3710,3.9,4.1,246 x 73,4.2,-0.08147,0.00145,0.85006,-0.99807,-0.06701,0.19035,95,143.4,0.037
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.93272,0.0014,0.7282,-0.84579,0.73068,0.17002,NA,0,30 x 80,140.2,143.6,3715,4.4,4.6,157 x 110,4.7,-0.09014,0.00154,0.91347,-1.08061,-0.07436,0.19038,21,138.4,0.036
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.92989,0.00149,0.7543,-0.85892,0.72925,0.1659,1,0,42 x 30,135.2,138.8,3720,4.9,5.1,56 x 110,5.2,-0.09769,0.00166,0.97434,-1.15792,-0.08081,0.19065,246,133.4,0.035
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.9147,0.00165,0.86986,-1.01546,0.71847,0.17136,1,168.22,76 x 86,131.1,134.6,3725,5.4,5.6,163 x 81,5.7,-0.10655,0.00168,1.03183,-1.22906,-0.08752,0.19049,53,128.4,0.033
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.90926,0.00172,0.91274,-1.05144,0.71469,0.1693,NA,0,59 x 30,126.3,129.9,3730,6,6.2,154 x 52,6.2,-0.11532,0.00181,1.09664,-1.31367,-0.09492,0.1902,72,123.4,0.032
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.89113,0.00183,1.04698,-1.25284,0.7002,0.17695,2,127.11,30 x 30,122.7,126,3735,6.7,6.9,43 x 89,6.8,-0.12591,0.0019,1.16417,-1.40593,-0.10336,0.19055,43,118.4,0.031
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.88474,0.00195,1.08717,-1.2797,0.69657,0.17352,NA,0,34 x 30,118,121.2,3740,7.3,7.6,95 x 59,7.6,-0.13623,0.00206,1.22605,-1.48238,-0.11195,0.19099,59,113.4,0.029
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.87307,0.00208,1.1619,-1.37328,0.68793,0.17438,3,96.52,61 x 30,113.7,116.9,3745,8.1,8.4,67 x 138,9.9,-0.14779,0.00215,1.2945,-1.57588,-0.12164,0.19131,13,108.4,0.028
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.85959,0.00223,1.2467,-1.48678,0.67768,0.17588,1,99.9,30 x 30,109.7,112.7,3750,8.9,9.2,24 x 91,9.3,-0.15902,0.00224,1.35987,-1.66044,-0.13067,0.19162,826,103.4,0.027
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.84771,0.00238,1.31839,-1.57647,0.66826,0.17603,5,90.4,30 x 30,105.5,108.5,3755,9.7,10,23 x 23,10.2,-0.17033,0.00233,1.42121,-1.73719,-0.14024,0.19063,58,98.4,0.026
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.83638,0.00247,1.38444,-1.65075,0.65984,0.1758,9,74.3,55 x 30,101.1,104.4,3760,10.7,11,22 x 70,11.2,-0.183,0.00252,1.48919,-1.83079,-0.1509,0.19172,55,93.4,0.024
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.82101,0.00267,1.46686,-1.76738,0.64802,0.17801,5,72.6,40 x 30,97.4,100.4,3765,11.7,12,21 x 48,13.1,-0.19627,0.00255,1.55352,-1.9162,-0.16139,0.19129,25,88.4,0.023
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.80651,0.00274,1.53932,-1.86158,0.63728,0.17831,2,82,30 x 30,93.5,96.4,3770,12.3,12.8,22 x 24,15.1,-0.2074,0.00264,1.60374,-1.9594800000000001,-0.16979,0.18901,71,83.4,0.022
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.79243,0.00287,1.60275,-1.93478,0.6267,0.17745,5,100.6,81 x 30,89.3,92.5,3775,13.9,14.2,33 x 57,14.5,-0.22396,0.00279,1.67722,-2.08118,-0.18367,0.19175,1009,78.4,0.02
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.77526,0.00297,1.67833,-2.04672,0.61437,0.17945,2,76.9,30 x 30,85.9,88.7,3780,14.8,15.3,38 x 19,17.9,-0.23659,0.00291,1.73236,-2.14146,-0.19423,0.19078,70,73.4,0.019
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.76136,0.00315,1.73761,-2.10964,0.60261,0.17886,9,79,42 x 30,81.8,84.9,3785,16.2,16.7,36 x 36,19.2,-0.25268,0.00301,1.79282,-2.23019,-0.20717,0.19164,48,68.4,0.018
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.74366,0.00323,1.80267,-2.20207,0.59023,0.17967,2,69.8,84 x 30,78.4,81.2,3790,17.7,18,15 x 15,18.4,-0.2685,0.0031,1.84952,-2.30754,-0.22043,0.19143,37,63.4,0.016
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.7276,0.0033,1.8609,-2.27841,0.57711,0.17939,6,63.2,5 x 5,76,76.4,3795,18.9,19.4,16 x 36,26.1,-0.28327,0.00319,1.89902,-2.36609,-0.23222,0.19059,17,58.4,0.015
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.71413,0.00346,1.90498,-2.28627,0.56662,0.17565,9,72.4,5 x 5,71.7,72.2,3800,20.6,21,13 x 40,21.7,-0.30095,0.00325,1.95086,-2.44321,-0.24573,0.19149,382,53.4,0.014
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.69579,0.00351,1.95889,-2.35793,0.55283,0.17587,8,68.6,5 x 5,68.3,68.8,3805,21.7,22.2,30 x 30,25.9,-0.31497000000000003,0.00337,1.99272,-2.46834,-0.25817,0.18989,6,48.4,0.013
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.6758,0.00359,2.01436,-2.46138,0.53741,0.17861,11,53.71,2 x 2,64.8,66.6,3810,23.5,24,32 x 2,31.8,-0.33261,0.00336,2.03708,-2.53605,-0.27245,0.19039,27,43.4,0.011
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.6588,0.00366,2.05522,-2.48418,0.52452,0.17642,4,52.6,6 x 6,61.8,62.2,3815,25.5,26,26 x 19,25.8,-0.35131,0.00349,2.07897,-2.60553,-0.28649,0.19135,49,38.4,0.01
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.64001,0.00378,2.09495,-2.52955,0.50991,0.17713,3,51.9,6 x 6,58.5,59,3820,27.4,27.8,10 x 33,31.7,-0.36925,0.00354,2.11332,-2.65185,-0.30026,0.19109,30,33.4,0.009
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.61439,0.00364,2.14113,-2.74533,0.48861,0.18826,119,49.4,6 x 6,57.8,58.3,3825,29.3,29.7,10 x 24,33.6,-0.38609,0.00355,2.14475,-2.68781,-0.31397,0.19049,156,28.4,0.007
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.59661,0.00371,2.16889,-2.77301,0.47463,0.18702,24,42.98,7 x 7,54.7,55.2,3830,30.9,31.4,23 x 2,40.22,-0.40429,0.0036,2.17032,-2.69686,-0.32775,0.18871,73,23.4,0.006
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.58067,0.00383,2.18844,-2.68015,0.46277,0.17883,33,44.3,7 x 7,50.1,50.5,3835,33,33.5,22 x 13,36.7,-0.42215,0.00374,2.19241,-2.72351,-0.34194,0.18947,54,18.4,0.005
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.56179,0.00397,2.20706,-2.67246,0.44835,0.17744,109,45.1,2 x 9,46.8,47.3,3840,35.1,35.7,21 x 12,40.9,-0.44047,0.00375,2.21074,-2.74156,-0.35667,0.18843,72,13.4,0.003
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.54235,0.00399,2.22156,-2.66988,0.43249,0.17588,16,42.5,7 x 12,43.9,44.2,3845,36.8,37.5,12 x 12,39.59,-0.45968,0.00381,2.22301,-2.71882,-0.3708,0.18597,131,8.4,0.002
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.52203,0.00403,2.231,-2.69232,0.41706,0.17721,1644,36,12 x 10,41.4,41.9,3850,40.1,40.4,7 x 7,51,-0.47827,0.00373,2.23191,-2.77385,-0.38464,0.18999,72,3.4,0.001
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.50236,0.00386,2.23492,-2.81339,0.40126,0.18477,119,33.92,7 x 11,40.7,41.1,3855,42.5,42.9,7 x 18,53.7,-0.49724,0.00375,2.23413,-2.77474,-0.39943,0.18911,10,1.6,0
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.48094,0.00404,2.23265,-2.66987,0.3845,0.17512,87,31.07,7 x 31,36.2,36.7,3860,45,45.3,7 x 2,54.4,-0.51614,0.00377,2.23265,-2.75817,-0.41282,0.18891,18,6.6,0.002
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.46137,0.00399,2.22387,-2.66242,0.36939,0.17614,68,29.6,11 x 12,34,34.4,3865,47.5,48,7 x 7,46.66,-0.53542,0.00382,2.22603,-2.74248,-0.42637,0.18854,22,11.6,0.003
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.4403,0.00406,2.21033,-2.62266,0.35241,0.17493,140,29.6,7 x 12,31.5,31.9,3870,49.2,50.9,32 x 9,44.2,-0.55428,0.00376,2.21297,-2.69134,-0.43971,0.18583,36,16.6,0.004
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.4209,0.00401,2.19103,-2.58575,0.33653,0.17386,152,23.85,8 x 8,29.3,29.6,3875,53.1,53.5,7 x 7,46.77,-0.57219,0.00369,2.19738,-2.69262,-0.4524,0.18789,30,21.6,0.006
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.40056,0.00393,2.16539,-2.54806,0.32106,0.174,28,22.4,10 x 10,27.2,27.6,3880,53.5,54,7 x 7,72.96,-0.59775,0.00394,2.16663,-2.48102,-0.46832,0.1759,3,26.6,0.007
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.38072,0.00393,2.1354,-2.50265,0.3049,0.17281,28,22.11,10 x 10,25.2,25.6,3885,58.9,59.4,6 x 6,57.4,-0.6098,0.00368,2.14837,-2.61124,-0.47624,0.18736,11,31.6,0.008
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.3614,0.00382,2.099,-2.45294,0.28943,0.17279,39,19.49,17 x 32,23.3,23.8,3890,60.8,62.5,2 x 9,54.5,-0.63055,0.00371,2.11457,-2.52097,-0.48873,0.18436,59,36.6,0.009
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.341,0.00384,2.05588,-2.37868,0.27343,0.1712,46,17.5,14 x 17,21.4,21.7,3895,63.3,65.9,30 x 74,70.4,-0.64957,0.00359,2.07569,-2.4483,-0.49968,0.18305,6,41.6,0.011
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.32163,0.00371,2.01003,-2.31381,0.25806,0.17063999999999999,72,16.4,12 x 30,19.7,20,3900,66.5,69.3,30 x 100,79.14,-0.66722,0.0036,2.03416,-2.39081,-0.51001,0.1827,21,46.6,0.012
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.3026,0.00362,1.95846,-2.24001,0.24355,0.17018,43,15,15 x 30,18,18.4,3905,69.8,72.6,30 x 100,79.6,-0.6855,0.00349,1.9884,-2.31959,-0.51942,0.18214,6,51.6,0.013
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.2857,0.00357,1.90571,-2.17533,0.2294,0.1704,52,13.6,19 x 21,16.6,17,3910,73.2,76.1,30 x 100,82.6,-0.70321,0.00338,1.93895,-2.2503,-0.52766,0.18106,24,56.6,0.015
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.26588,0.00348,1.84223,-2.07981,0.21397,0.16904,10,13.8,17 x 35,15,15.4,3915,76.7,79.6,30 x 47,83.4,-0.72015,0.00334,1.8851,-2.17244,-0.53519,0.18115,1,61.6,0.016
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.24861,0.00333,1.77903,-1.99535,0.20053,0.16813,58,11.16,19 x 38,13.7,14,3920,80.3,83.2,30 x 79,75.5,-0.73666,0.00326,1.82845,-2.09313,-0.54122,0.18061,1,66.6,0.017
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.23233,0.00325,1.71294,-1.90932,0.18698,0.16815,45,10,35 x 25,12.4,12.8,3925,83.7,86.9,30 x 100,84.7,-0.75387,0.00318,1.76418,-1.99715,-0.54618,0.17953,2,71.6,0.019
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.21469,0.00311,1.6403,-1.81022,0.17279,0.16675,124,9.34,22 x 45,11.2,11.5,3930,87.7,91,30 x 53,115.3,-0.76784,0.00302,1.71039,-1.93999,-0.54857,0.18054,1,76.6,0.02
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.20146,0.00293,1.58105,-1.75228,0.16201,0.1688,10,8.1,21 x 21,10.4,10.7,3935,91.5,94.9,30 x 92,0,-0.78246,0.00291,1.64585,-1.85376,-0.55122,0.17968,6,81.6,0.021
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.18417,0.00285,1.49484,-1.62528,0.14831,0.16612,28,8.3,24 x 68,9.1,9.4,3940,95.4,98.6,30 x 64,131.1,-0.79811,0.00285,1.57491,-1.7515,-0.55161,0.17848,4,86.6,0.022
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.16858,0.00272,1.41603,-1.5229,0.13581,0.16463,29,6.4,74 x 104,8.1,8.4,3945,99.4,102.9,30 x 40,0,-0.81032,0.00267,1.51431,-1.68157,-0.55118,0.17996,NA,91.6,0.024
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.15523,0.00255,1.34348,-1.43811,0.12561,0.16522,380,5.8,69 x 134,7.3,7.6,3950,103.3,106.6,30 x 75,107.65,-0.82645,0.00255,1.43242,-1.56023,-0.54733,0.17692,1,96.6,0.025
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.14217,0.00246,1.26665,-1.34449,0.11469,0.1646,950,6.3,135 x 224,6.5,6.8,3955,107.7,111,30 x 60,0,-0.83646,0.00242,1.37814,-1.50539,-0.54397,0.17845,NA,101.6,0.026
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-11,1673470800,7,0.12942,0.00228,1.18865,-1.24884,0.10449,0.16353,117,4.6,83 x 91,5.8,6,3960,111.9,115.1,30 x 30,108.6,-0.84961,0.00227,1.30548,-1.41072,-0.53689,0.17858,10,106.6,0.028
