quote_unixtime,quote_readtime,quote_date,quote_time_hours,underlying_last,expire_date,expire_unix,dte,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,strike,p_bid,p_ask,p_size,p_last,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,strike_distance,strike_distance_pct
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.51292,0.00212,3.83009,-1.83771,1.18371,0.19449,NA,0,11 x 22,75.2,75.8,3860,76.3,77.2,1 x 1,0,-0.48932,0.00211,3.82699,-1.54573,-1.12787,0.2018,NA,6.6,0.002
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.50172,0.00221,3.83148,-1.81947,1.15943,0.1929,NA,0,7 x 18,72.1,72.7,3865,78.8,79.5,9 x 9,0,-0.49924,0.00209,3.82871,-1.53898,-1.14809,0.20135,NA,11.6,0.003
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.49098,0.00213,3.83054,-1.81535,1.13479,0.19323,4,75.8,12 x 11,69.8,70.3,3870,80.4,83.1,31 x 31,0,-0.50985,0.0021,3.82645,-1.53465,-1.16798,0.20109,NA,16.6,0.004
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.48086,0.0021,3.82705,-1.81019,1.11071,0.193,81,76.5,12 x 24,67.4,68,3875,84.3,85.2,7 x 7,78.3,-0.52076,0.00205,3.82308,-1.53724,-1.18709,0.20243,100,21.6,0.006
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.46981,0.00212,3.82138,-1.79943,1.08644,0.19277,NA,0,12 x 24,64.9,65.5,3880,85.3,87.8,30 x 30,0,-0.53115,0.00211,3.81512,-1.51051,-1.20571,0.1997,NA,26.6,0.007
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.45917,0.00216,3.81176,-1.78653,1.06271,0.19202,NA,0,24 x 24,62.4,63.1,3885,89.6,90.2,7 x 7,0,-0.54115,0.00211,3.80683,-1.51691,-1.22504,0.2014,NA,31.6,0.008
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.44826,0.00219,3.80015,-1.76348,1.03719,0.18999,1,67.41,8 x 1,59.7,60.2,3890,90.5,93.1,30 x 30,0,-0.55294,0.00214,3.79277,-1.48598,-1.24353,0.19882,NA,36.6,0.009
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.43705,0.00219,3.78482,-1.74907,1.01277,0.18961,NA,0,8 x 22,57.4,57.9,3895,94.1,94.8,7 x 7,0,-0.56381,0.00208,3.77714,-1.471,-1.26114,0.19794,NA,41.6,0.011
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.42646,0.00213,3.76757,-1.74213,0.98873,0.19085,1,66.95,8 x 35,55.5,56.1,3900,95.1,95.9,7 x 7,125.3,-0.57582,0.0022,3.75446,-1.41628,-1.2791,0.19324,1,46.6,0.012
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.41563,0.00215,3.74751,-1.72395,0.9639,0.19024,NA,0,1 x 1,53.1,54,3905,99.9,100.7,7 x 7,0,-0.58475,0.00214,3.73933,-1.44789,-1.29542,0.19843,NA,51.6,0.013
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.40465,0.00217,3.72206,-1.69523,0.93854,0.18809,NA,0,10 x 14,50.7,51.2,3910,102.3,103.1,7 x 7,0,-0.5954,0.00217,3.71413,-1.41975,-1.31145,0.19643,NA,56.6,0.015
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.38206,0.00208,3.66646,-1.65454,0.88893,0.18696,NA,0,10 x 26,46.5,47.1,3920,107,109.4,30 x 30,0,-0.61787,0.00212,3.65513,-1.37195,-1.34115,0.19412,NA,66.6,0.017
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.37203,0.00214,3.6335,-1.63174,0.86365,0.18615,6,34.9,10 x 16,44.5,45,3925,109.9,112.8,30 x 30,0,-0.62853,0.00214,3.62315,-1.35372,-1.35521,0.19415,NA,71.6,0.019
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.36175,0.00212,3.60164,-1.61691,0.84049,0.18707,NA,0,27 x 16,42.9,43.4,3930,114.7,115.3,6 x 6,0,-0.63725,0.00211,3.59239,-1.3473,-1.36787,0.19496,NA,76.6,0.02
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.33998,0.00206,3.52342,-1.56691,0.79186,0.18552,NA,0,34 x 34,39.1,39.7,3940,120.9,123.6,30 x 30,0,-0.65612,0.00203,3.52411,-1.32665,-1.39108,0.19704,NA,86.6,0.022
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.31933,0.00201,3.4353,-1.51367,0.74415,0.18425,2,42.36,36 x 18,35.6,36.1,3950,123.7,126.5,30 x 30,0,-0.68767,0.00207,3.38527,-1.17432,-1.4097,0.18553,NA,96.6,0.025
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.21992,0.00176,2.85308,-1.19543,0.51524,0.17763,5,17.3,19 x 46,21,21.4,4000,162.6,165.8,30 x 30,0,-0.77587,0.00181,2.856,-0.98085,-1.43482,0.19146,NA,146.6,0.038
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.08288,0.00093000000000000005,1.47063,-0.56933,0.19416,0.17022,11,8.2,161 x 217,5.9,6.2,4100,244.9,248.6,30 x 30,0,-0.98059,9.4e-4,0.39029,-0.07928,-0.24774,0.15354,NA,246.6,0.064
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.02647,4e-4,0.59132,-0.22282,0.06204,0.17154,10,1.6,112 x 133,1.55,1.7,4200,342.5,346.2,30 x 30,0,-1,0,0,0,0,NA,NA,346.6,0.09
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.00403,4e-5,0.12351,-0.05085,0.00977,0.19764,NA,0,786 x 203,0.2,0.3,4400,537.5,549.8,15 x 15,547.7,-1,0,0,0,0,NA,2,546.6,0.142
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-26,1674766800,22,0.00143,6e-5,0.0495,-0.02338,0.00404,0.23528,NA,0,356 x 365,0.05,0.15,4600,736.9,749,15 x 15,747.6,-1,0,0,0,0,NA,2,746.6,0.194
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,62.72294,0,0,-4e-5,NA,0,30 x 30,755.5,759.3,3100,0.65,0.75,914 x 465,0.7,-0.0062,7e-5,0.1721,-0.11754,-0.01613,0.35102,29,753.4,0.196
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,64.26418,0,0,6.1e-4,NA,0,110 x 30,705.7,709.7,3150,0.8,0.9,762 x 556,1.23,-0.00794,8e-5,0.20864,-0.13635,-0.01973,0.33597,144,703.4,0.183
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,65.80421,0,0,7.8e-4,NA,0,30 x 30,656.6,660,3200,1,1.1,202 x 620,1.03,-0.01011,4e-5,0.25549,-0.16064,-0.02509,0.32044,2602,653.4,0.17
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.99883,0,0,-0.28368,2.10533,4.2e-4,NA,0,30 x 30,606.6,610.3,3250,1.2,1.3,424 x 465,2.15,-0.01136,1.2e-4,0.30548,-0.18194,-0.03052,0.3044,5,603.4,0.157
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,68.88555,0,0,5e-4,NA,0,74 x 30,556.9,561.1,3300,1.5,1.6,294 x 276,1.52,-0.01538,1.3e-4,0.37531,-0.21375,-0.03876,0.28915,2,553.4,0.144
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,69.6559,0,0,0,NA,0,61 x 30,532.3,536,3325,1.65,1.8,760 x 437,1.77,-0.01727,1.2e-4,0.41569,-0.23026,-0.04344,0.28186,1,528.4,0.137
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,70.4264,0,0,7.2e-4,NA,0,30 x 30,507.7,511.3,3350,1.9,2,543 x 143,1.88,-0.0194,1.2e-4,0.46477,-0.25183,-0.04902,0.27419,3,503.4,0.131
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,70.73496,0,0,2e-5,NA,0,30 x 30,498.1,501.3,3360,2,2.15,149 x 702,4.4,-0.02019,2e-4,0.49035,-0.26365,-0.05278,0.27182,10,493.4,0.128
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,71.04217,0,0,-7e-5,NA,0,60 x 30,487.9,491.5,3370,2.1,2.25,554 x 300,4.64,-0.02132,2.4e-4,0.51203,-0.272,-0.05569,0.26918,10,483.4,0.125
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,71.19703,0,0,4e-5,NA,0,30 x 30,482.8,486.4,3375,2.2,2.3,110 x 301,4.34,-0.02284,2.3e-4,0.52685,-0.27886,-0.05776,0.26813,51,478.4,0.124
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,71.35039,0,0,2.2e-4,NA,0,31 x 30,478,481.7,3380,2.25,2.4,195 x 475,4.4,-0.02308,2.4e-4,0.54169,-0.28547,-0.05934,0.26684,3,473.4,0.123
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.97726,1.9e-4,0.51486,-0.56336,2.13994,0.25809,NA,0,30 x 60,470.9,474.4,3390,2.4,2.5,78 x 220,6.02,-0.02406,2.2e-4,0.56767,-0.29633,-0.06253,0.26423,1,463.4,0.12
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,71.96715,0,0,6.8e-4,1,458.54,30 x 30,458.5,462.1,3400,2.5,2.65,648 x 211,2.53,-0.02626,2.3e-4,0.59425,-0.30685,-0.06596,0.26101,5,453.4,0.118
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,72.27543,0,0,7e-5,NA,0,30 x 30,448.7,452.2,3410,2.6,2.75,397 x 256,5.62,-0.02674,2e-4,0.61677,-0.31475,-0.06919,0.25794,26,443.4,0.115
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.97537,2.5e-4,0.56387,-0.57811,2.15264,0.24569,NA,0,42 x 30,441,444.8,3420,2.85,3,499 x 208,5.1,-0.02944,2.8e-4,0.6607,-0.33604,-0.07548,0.2571,6,433.4,0.112
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,1,0,72.73695,0,0,7.2e-4,1,434.54,60 x 30,433.8,437.4,3425,2.95,3.1,626 x 256,5.8,-0.03058,3.1e-4,0.6791,-0.34387,-0.07795,0.25583,10,428.4,0.111
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.9941,6e-5,0.15601,-0.36168,2.20808,0.18454,NA,0,30 x 54,429.1,432.9,3430,3,3.2,513 x 504,6.02,-0.03135,2.9e-4,0.69449,-0.34921,-0.08001,0.25454,9,423.4,0.11
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.99252,1.1e-4,0.18285,-0.37222,2.21116,0.18477,NA,0,30 x 30,419.4,422.8,3440,3.3,3.5,124 x 690,4.21,-0.03394,2.9e-4,0.74445,-0.3736,-0.08649,0.25274,15,413.4,0.107
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.98945,1.2e-4,0.25432,-0.40228,2.2101,0.19091,NA,0,30 x 30,409.7,413,3450,3.5,3.7,367 x 704,3.6,-0.03645,3.5e-4,0.78129,-0.38807,-0.09161,0.25004,23,403.4,0.105
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.98849,2e-4,0.29156,-0.41739,2.21296,0.19122,NA,0,30 x 30,399.7,403.3,3460,3.8,4,123 x 648,6.42,-0.03888,3.6e-4,0.83049,-0.40964,-0.0988,0.2492,1,393.4,0.102
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.96288,3.1e-4,0.79262,-0.68586,2.1530300000000002,0.23837,NA,0,32 x 30,392.3,396.3,3470,4,4.2,315 x 363,4,-0.04143,3.6e-4,0.86781,-0.42314,-0.10486,0.24577,4,383.4,0.099
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.9822,2.1e-4,0.41258,-0.47012,2.20807,0.19739,NA,0,30 x 30,385.2,388.8,3475,4.2,4.4,520 x 232,6,-0.04259,4.2e-4,0.89784,-0.43815,-0.10961,0.24522,12,378.4,0.098
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.97984,1.9e-4,0.45698,-0.48986,2.20579,0.19904,NA,0,68 x 30,380.4,384,3480,4.3,4.5,353 x 232,4.21,-0.04389,3.7e-4,0.91747,-0.44363,-0.11263,0.24352,10,373.4,0.097
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.97651,3e-4,0.54096,-0.52736,2.20172,0.20167,NA,0,65 x 30,370.8,374.4,3490,4.7,5,578 x 607,5,-0.04817,4.5e-4,0.983,-0.47477,-0.12195,0.24307,14,363.4,0.094
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.97192,3.5e-4,0.61954,-0.56213,2.19817,0.20282,20,381.99,75 x 34,361.2,364.8,3500,5.1,5.3,548 x 39,6.35,-0.051,4.6e-4,1.03777,-0.49688,-0.13059,0.24059,9,353.4,0.092
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.96694,3.5e-4,0.71076,-0.60341,2.19122,0.20538,NA,0,64 x 34,351.7,355.3,3510,5.6,5.8,193 x 334,10.2,-0.05543,5e-4,1.10721,-0.52836,-0.14174,0.23996,9,343.4,0.089
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.96117,4.3e-4,0.82079,-0.65481,2.18218,0.20838,NA,0,30 x 34,342.5,345.8,3520,6.1,6.3,144 x 417,6.05,-0.06047,4.7e-4,1.17501,-0.55848,-0.1529,0.23899,11,333.4,0.087
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.95907,4.5e-4,0.86165,-0.67329,2.17919,0.20869,NA,0,34 x 34,337.6,341.2,3525,6.3,6.5,416 x 185,10.5,-0.06169,5.1e-4,1.20459,-0.57026,-0.15855,0.23705,19,328.4,0.085
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.95634,4.3e-4,0.90213,-0.69127,2.17673,0.20872,NA,0,30 x 30,333,336.3,3530,6.6,6.8,147 x 260,11.13,-0.06448,5.9e-4,1.24273,-0.58665,-0.16458,0.23672,10,323.4,0.084
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.95118,4.7e-4,0.9822,-0.72453,2.17052,0.20853,NA,0,61 x 30,323.4,326.9,3540,7.2,7.4,136 x 295,7.07,-0.06988,5.8e-4,1.31958,-0.62019,-0.17777,0.23631,6,313.4,0.081
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.94351,5.8e-4,1.1078,-0.78476,2.15675,0.21138,NA,0,30 x 30,314.3,317.8,3550,7.8,8,314 x 202,9.55,-0.07532,6.4e-4,1.3941,-0.65135,-0.1914,0.23407,25,303.4,0.079
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.92197,6.6e-4,1.42799,-0.97521,2.1072,0.22918,NA,0,30 x 54,307.5,310.7,3560,8.4,8.6,173 x 198,9.17,-0.08051,7e-4,1.46773,-0.68068,-0.20451,0.23298,3,293.4,0.076
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.93149,6.6e-4,1.29229,-0.86358,2.13914,0.2107,NA,0,30 x 30,295.8,299,3570,9.3,9.5,62 x 165,8.97,-0.08734,7.4e-4,1.56466,-0.72574,-0.22294,0.23255,3,283.4,0.074
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.92898,7.1e-4,1.33296,-0.87941,2.1346,0.20935,NA,0,70 x 30,291,294.4,3575,9.7,9.9,111 x 266,11.64,-0.09034,7.7e-4,1.60793,-0.74384,-0.23131,0.2316,45,278.4,0.072
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.9232,7.2e-4,1.40667,-0.91657,2.12492,0.21117,NA,0,30 x 30,286.7,290,3580,10.1,10.3,58 x 74,9.8,-0.09384,7.8e-4,1.65145,-0.76131,-0.23947,0.23061,9,273.4,0.071
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.91578,7.6e-4,1.50732,-0.95889,2.1121,0.21119,NA,0,30 x 30,277.6,280.8,3590,11,11.2,56 x 9,11.14,-0.10093,7.9e-4,1.74305,-0.80007,-0.25853,0.2304,5,263.4,0.068
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.90681,7.6e-4,1.63371,-1.01771,2.09458,0.21279,20,258.36,30 x 30,268.9,271.9,3600,12,12.3,51 x 324,17.65,-0.10919,7.8e-4,1.84163,-0.84382,-0.27837,0.22984,337,253.4,0.066
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.89898,8e-4,1.73144,-1.05703,2.08125,0.21154,5,326.52,30 x 30,259.7,262.9,3610,13.1,13.3,47 x 136,11.97,-0.11727,8.7e-4,1.93828,-0.88418,-0.29929,0.22852,13,243.4,0.063
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.89088,8.9e-4,1.83781,-1.09997,2.06523,0.21078,NA,0,77 x 30,250.7,254,3620,14.2,14.5,43 x 124,13.9,-0.12642,9.2e-4,2.0377,-0.92551,-0.3218,0.22752,7,233.4,0.061
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.88455,0.00093000000000000005,1.90388,-1.13126,2.05394,0.21161,NA,0,30 x 30,246.6,249.6,3625,14.8,15,57 x 1,17.57,-0.13069,9.8e-4,2.08595,-0.94427,-0.33247,0.22654,52,228.4,0.059
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.88135,9.1e-4,1.94972,-1.14732,2.04735,0.21061,NA,0,69 x 30,241.8,245.3,3630,15.4,15.6,39 x 1,16.2,-0.13466,9.4e-4,2.1348,-0.96449,-0.3436,0.22579,3,223.4,0.058
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.87629,0.00102,2.00525,-1.16947,2.03843,0.21022,NA,0,34 x 30,237.4,240.9,3635,16.1,16.4,33 x 110,15.3,-0.14029,9.9e-4,2.19102,-0.98924,-0.35682,0.22572,1,218.4,0.057
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.86951,9.9e-4,2.07883,-1.20637,2.02445,0.21072,10,234.33,30 x 30,233.6,236.6,3640,16.8,17.1,30 x 55,21.17,-0.14458,0.00108,2.24362,-1.01042,-0.36914,0.22541,3,213.4,0.055
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.86906,0.00101,2.08298,-1.18764,2.0271,0.20595,10,230.23,100 x 30,228.2,231.5,3645,17.5,17.9,29 x 136,29.28,-0.15073,0.00103,2.2976,-1.03424,-0.38335,0.22514,1,208.4,0.054
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.85906,0.00109,2.19605,-1.25506,2.00275,0.21114,1,230.47,93 x 30,224.9,228.2,3650,18.2,18.5,69 x 44,17.42,-0.15499,0.00104,2.34653,-1.05288,-0.39477,0.22445,3,203.4,0.053
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.8529,0.0011,2.25893,-1.28338,1.99035,0.21135,NA,0,30 x 30,220.9,223.9,3655,19,19.3,24 x 93,17.34,-0.16102,0.00115,2.40137,-1.07578,-0.40893,0.22466,4,198.4,0.051
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.84794,0.00112,2.31035,-1.30162,1.98044,0.21062,NA,0,96 x 30,216.4,219.7,3660,19.8,20.1,37 x 102,22.55,-0.16584,0.00114,2.45432,-1.09791,-0.42346,0.22368,3,193.4,0.05
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.84213,0.0012,2.36574,-1.32346,1.96945,0.20975,NA,0,100 x 30,212.1,215.5,3665,20.6,20.9,23 x 39,19.98,-0.17191,0.00111,2.50585,-1.11771,-0.43683,0.22348,5,188.4,0.049
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.83511,0.00119,2.42933,-1.35228,1.95607,0.21016,NA,0,30 x 30,208.2,211.3,3670,21.4,21.8,111 x 96,24.35,-0.17755,0.0012,2.55936,-1.13962,-0.45184,0.2237,1,183.4,0.048
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.83343,0.00126,2.44934,-1.34024,1.95371,0.20573,NA,0,84 x 44,203.1,206.3,3675,21.6,22.3,106 x 1,23.11,-0.18134,0.00123,2.5938,-1.14098,-0.46073,0.22067,7,178.4,0.046
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.82307,0.0013,2.54703,-1.40053,1.92921,0.21,NA,0,69 x 30,200,203.1,3680,23.2,23.6,51 x 90,24.16,-0.18965,0.00124,2.66538,-1.18181,-0.48174,0.22246,32,173.4,0.045
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.81552,0.00124,2.61128,-1.42968,1.91428,0.21068,NA,0,30 x 30,196.2,199.1,3685,23.9,24.3,20 x 39,24.3,-0.19464,0.00128,2.71058,-1.19464,-0.49474,0.22096,2,168.4,0.044
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.81021,0.00134,2.66214,-1.44703,1.9021,0.20905,NA,0,90 x 30,191.9,195,3690,25.1,25.5,54 x 58,26.04,-0.20234,0.00126,2.7693,-1.22286,-0.51278,0.22215,28,163.4,0.042
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.80229,0.00138,2.72463,-1.47463,1.88677,0.20942,2,204.58,30 x 30,188.2,191,3695,25.8,26.3,42 x 47,40.7,-0.2075,0.00135,2.81474,-1.23476,-0.52714,0.22015,4,158.4,0.041
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.79582,0.00135,2.78178,-1.49791,1.87124,0.2096,1,182.88,30 x 63,184.2,187.1,3700,27.1,27.5,54 x 67,30.5,-0.21497,0.00139,2.87228,-1.26275,-0.54557,0.22062,22,153.4,0.04
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.79256,0.00137,2.80796,-1.48645,1.86644,0.20541,1,199.27,50 x 34,179.1,182.3,3705,28.3,28.7,19 x 60,44.6,-0.22237,0.00135,2.92745,-1.28604,-0.56295,0.22067,20,148.4,0.039
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.78435,0.00139,2.87277,-1.51761,1.84833,0.20648,NA,0,42 x 30,175.6,178.5,3710,29.4,29.8,11 x 99,27.77,-0.2294,0.00141,2.97722,-1.30587,-0.57973,0.22025,32,143.4,0.037
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.77809,0.00145,2.92204,-1.53201,1.83509,0.20534,1,173.38,50 x 124,171.4,174.5,3715,30.1,30.6,38 x 45,35.1,-0.23459,0.00142,3.01931,-1.31268,-0.59477,0.21851,11,138.4,0.036
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.76962,0.00148,2.97944,-1.55584,1.81831,0.20622,8,144.56,30 x 88,167.7,170.7,3720,30.4,30.9,20 x 11,30.32,-0.23903,0.0015,3.05094,-1.30566,-0.60553,0.21557,6,133.4,0.035
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.76199,0.00154,3.03314,-1.57507,1.80151,0.20504,45,138.89,122 x 118,163.8,166.9,3725,32.4,32.9,33 x 21,39.2,-0.24949,0.00154,3.11715,-1.3484,-0.62913,0.21819,134,128.4,0.033
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.7544,0.00157,3.0875,-1.59778,1.78423,0.20492,3,148.07,37 x 87,160.1,163.2,3730,34,34.2,16 x 1,33.59,-0.25706,0.00153,3.16898,-1.37136,-0.64901,0.2182,8,123.4,0.032
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.74693,0.00164,3.1397,-1.6166,1.76684,0.20464,1,139.38,34 x 88,156.4,159.4,3735,35.3,35.7,15 x 59,32.9,-0.2648,0.00149,3.21796,-1.39248,-0.66837,0.21798,7,118.4,0.031
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.73891,0.0016,3.19104,-1.63489,1.74941,0.20487,3,159.09,48 x 50,152.7,155.7,3740,36.6,37,15 x 59,33.29,-0.27272,0.00161,3.26427,-1.40858,-0.68776,0.2177,6,113.4,0.029
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.73061,0.00167,3.2392,-1.6504,1.73206,0.20383,1,135.18,50 x 47,149,151.9,3745,37.5,38,26 x 21,56.38,-0.27923,0.00155,3.30389,-1.41386,-0.70357,0.21677,17,108.4,0.028
1672866000,2023-01-04T16:00:00Z,2023-01-04,16,3853.39,2023-01-27,1674853200,23,0.72204,0.00165,3.2886,-1.66803,1.71373,0.20382,1,133.47,50 x 65,145.4,148.3,3750,38.4,39.1,23 x 1,45.35,-0.28667,0.00163,3.34315,-1.41856,-0.72015,0.2152,13,103.4,0.027
