[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.92559,0.00038,2.19893,-0.99296,4.48223,0.24753,0.0,517.74,5 x 5,525.6,527.7,3945.0,10.8,11.1,248 x 102,14.49,-0.06535,0.00038,2.00585,-0.47973,-0.37269,0.2363,1.0,493.1,0.111
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.9244,0.00031,2.22735,-0.9989,4.48022,0.2467,0.0,0.05,5 x 5,521.0,522.8,3950.0,11.1,11.3,16 x 119,11.66,-0.06679,0.00033,2.03955,-0.48577,-0.3809,0.23627,29.0,488.1,0.11
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.92333,0.00035,2.24088,-0.99826,4.48398,0.24488,0.0,360.91,5 x 5,515.7,518.2,3955.0,11.2,11.5,175 x 130,10.79,-0.06788,0.00037,2.06446,-0.48946,-0.38604,0.23441,5.0,483.1,0.109
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.92107,0.00043,2.28069,-1.00806,4.47987,0.24423,0.0,333.91,5 x 5,511.3,513.4,3960.0,11.4,11.7,121 x 116,8.65,-0.06855,0.00036,2.09411,-0.494,-0.39315,0.23422,1.0,478.1,0.108
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.92056,0.00036,2.31003,-1.01318,4.47856,0.24348,,0.0,5 x 5,506.3,508.9,3965.0,11.6,11.9,122 x 116,79.54,-0.06987,0.00032,2.1237,-0.4984,-0.40069,0.23265,0.0,473.1,0.107
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.91376,0.00037,2.45649,-1.06403,4.44482,0.24877,0.0,537.48,5 x 5,503.2,505.7,3970.0,11.8,12.1,120 x 116,12.86,-0.07143,0.00034,2.15315,-0.50334,-0.40803,0.23189,1.0,468.1,0.105
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.91669,0.00042,2.38371,-1.02929,4.47125,0.2422,0.0,478.75,5 x 5,497.2,499.4,3975.0,12.0,12.3,211 x 91,11.47,-0.07312,0.00039,2.18242,-0.50795,-0.415,0.23136,10.0,463.1,0.104
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.91675,0.00039,2.39056,-1.02559,4.47577,0.23935,0.0,299.48,5 x 5,492.2,494.3,3980.0,12.4,12.7,87 x 133,9.67,-0.07461,0.00043,2.22917,-0.51808,-0.42625,0.23119,3.0,458.1,0.103
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.91553,0.0004,2.41194,-1.02741,4.47665,0.23773,1.0,632.17,5 x 5,487.2,489.6,3985.0,12.6,12.8,100 x 49,14.07,-0.07582,0.00042,2.25499,-0.5205,-0.4326,0.22932,1.0,453.1,0.102
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.91415,0.00044,2.44908,-1.03493,4.47249,0.23768,1.0,602.26,5 x 5,482.7,484.8,3990.0,12.7,13.1,64 x 49,13.64,-0.07684,0.00042,2.28415,-0.52533,-0.43996,0.22865,1.0,448.1,0.101
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.91232,0.00037,2.47546,-1.03756,4.47181,0.236,1.0,622.52,5 x 5,477.8,480.1,3995.0,12.9,13.2,96 x 150,12.35,-0.07813,0.00041,2.3093,-0.52713,-0.44657,0.22744,5.0,443.1,0.1
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.91041,0.00039,2.51563,-1.04706,4.467,0.23596,1.0,539.85,5 x 5,473.5,475.2,4000.0,13.3,13.6,85 x 130,12.18,-0.08093,0.0004,2.35589,-0.53719,-0.45801,0.22652,31.0,438.1,0.099
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.90896,0.00041,2.54693,-1.05122,4.4655,0.23416,1.0,443.57,5 x 5,468.3,470.9,4005.0,13.3,13.6,157 x 47,13.7,-0.08169,0.00039,2.36974,-0.53566,-0.46173,0.22521,26.0,433.1,0.098
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.90838,0.00041,2.5767,-1.05637,4.463,0.23314,0.0,456.47,5 x 5,463.8,465.9,4010.0,13.5,13.9,183 x 87,12.87,-0.08293,0.00048,2.40387,-0.54012,-0.47007,0.22371,1.0,428.1,0.096
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.9069,0.00047,2.60278,-1.05869,4.46266,0.23158,1.0,558.0,5 x 5,458.9,461.2,4015.0,13.9,14.3,46 x 46,12.9,-0.08475,0.0004,2.44968,-0.54965,-0.48267,0.2232,40.0,423.1,0.095
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.90463,0.00046,2.64385,-1.06674,4.45758,0.23073,0.0,269.1,5 x 5,454.4,456.5,4020.0,14.2,14.6,46 x 46,12.8,-0.08645,0.00049,2.48755,-0.55601,-0.49263,0.22274,1.0,418.1,0.094
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.90353,0.00048,2.67689,-1.07256,4.45395,0.2303,0.0,372.12,5 x 5,449.7,451.8,4025.0,14.5,14.8,81 x 46,13.64,-0.08827,0.00042,2.52168,-0.56085,-0.50168,0.22157,6.0,413.1,0.093
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.90201,0.00045,2.70774,-1.07608,4.45129,0.22906,1.0,590.46,5 x 5,444.7,447.3,4030.0,14.7,15.1,44 x 44,16.47,-0.08945,0.0005,2.5558,-0.56556,-0.50996,0.22099,4.0,408.1,0.092
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.90025,0.00051,2.74161,-1.08169,4.44825,0.22817,1.0,584.38,5 x 5,440.3,442.3,4035.0,14.8,15.2,149 x 161,12.1,-0.09083,0.00045,2.57808,-0.56634,-0.51656,0.21917,1.0,403.1,0.091
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.89846,0.00047,2.77135,-1.085,4.44613,0.2268,0.0,271.44,5 x 5,435.4,437.7,4040.0,15.2,15.6,44 x 44,16.98,-0.09354,0.00053,2.62427,-0.57398,-0.52868,0.21858,4.0,398.1,0.09
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.89618,0.00048,2.81181,-1.09233,4.44076,0.22544,0.0,361.19,5 x 5,430.7,433.2,4045.0,15.4,15.7,88 x 44,18.2,-0.09418,0.00048,2.65144,-0.57633,-0.53526,0.21745,1.0,393.1,0.089
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.89431,0.00046,2.85119,-1.09975,4.43523,0.22461,0.0,267.2,5 x 5,426.3,428.4,4050.0,15.8,16.2,43 x 43,16.7,-0.09658,0.00051,2.69981,-0.58543,-0.54906,0.21674,44.0,388.1,0.087
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.89275,0.00057,2.88237,-1.10261,4.43208,0.22352,0.0,283.31,5 x 5,421.6,423.6,4055.0,15.9,16.3,170 x 43,16.98,-0.09823,0.00054,2.72319,-0.58526,-0.55561,0.21539,1.0,383.1,0.086
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.89118,0.00052,2.91008,-1.10448,4.43077,0.2224,2.0,255.17,5 x 5,416.7,418.9,4060.0,16.4,16.8,118 x 43,15.31,-0.10032,0.00047,2.77649,-0.59631,-0.56989,0.21476,1.0,378.1,0.085
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.88417,0.00054,3.05482,-1.15297,4.39249,0.22707,1.0,283.01,5 x 5,413.8,416.0,4065.0,16.5,16.9,197 x 43,12.8,-0.10147,0.00057,2.8004,-0.59531,-0.5763,0.21315,2.0,373.1,0.084
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.8877,0.00058,2.99121,-1.11856,4.41932,0.22052,4.0,285.27,5 x 5,407.3,409.9,4070.0,16.8,17.2,181 x 42,13.89,-0.10349,0.00052,2.83836,-0.60079,-0.58706,0.21206,3.0,368.1,0.083
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.88588,0.0006,3.02195,-1.12142,4.41596,0.21856,13.0,291.4,5 x 5,402.7,405.0,4075.0,17.4,17.7,42 x 42,16.45,-0.10646,0.00052,2.89361,-0.61188,-0.60304,0.21168,6.0,363.1,0.082
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.88349,0.00061,3.06865,-1.12953,4.40723,0.21803,0.0,225.79,5 x 5,398.1,400.6,4080.0,17.5,17.9,123 x 139,14.08,-0.10803,0.00056,2.92163,-0.61271,-0.61112,0.21094,1.0,358.1,0.081
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.88155,0.00061,3.10638,-1.13471,4.40258,0.21763,0.0,300.71,5 x 5,393.4,396.0,4085.0,18.0,18.5,40 x 109,16.56,-0.11079,0.00055,2.97537,-0.62288,-0.62659,0.21023,1.0,353.1,0.08
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.87386,0.00061,3.23897,-1.17698,4.36579,0.22111,1.0,426.94,5 x 5,390.6,392.8,4090.0,18.2,18.6,49 x 150,14.56,-0.11234,0.00053,3.00307,-0.62269,-0.63409,0.20918,2.0,348.1,0.078
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.87179,0.00055,3.27833,-1.18269,4.3593,0.22044,3.0,270.56,5 x 5,386.0,388.2,4095.0,18.7,19.2,39 x 107,14.35,-0.11517,0.00063,3.05802,-0.63353,-0.65043,0.20813,2.0,343.1,0.077
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.87339,0.00061,3.25075,-1.16114,4.37581,0.21568,1.0,465.56,5 x 5,380.3,382.3,4100.0,18.9,19.3,72 x 184,17.29,-0.1165,0.00063,3.08636,-0.63302,-0.65826,0.20712,22.0,338.1,0.076
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.87231,0.0006,3.2683,-1.15727,4.37642,0.21323,2.0,370.24,5 x 5,375.3,377.3,4105.0,19.2,19.7,129 x 147,15.67,-0.11876,0.00061,3.12862,-0.63851,-0.67137,0.20612,18.0,333.1,0.075
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.87025,0.00065,3.30906,-1.16188,4.36948,0.21246,2.0,493.08,5 x 5,370.7,372.7,4110.0,19.8,20.2,37 x 37,18.21,-0.12212,0.00066,3.18228,-0.64738,-0.68769,0.20494,1.0,328.1,0.074
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.86784,0.00065,3.34317,-1.16554,4.36422,0.21128,0.0,367.14,5 x 5,365.9,368.1,4115.0,20.2,20.6,37 x 37,14.91,-0.1245,0.00069,3.22679,-0.65329,-0.70096,0.20476,1.0,323.1,0.073
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.86503,0.00064,3.38885,-1.17183,4.35586,0.21007,0.0,291.26,5 x 5,361.5,363.5,4120.0,20.4,20.8,44 x 102,17.5,-0.12587,0.00064,3.25918,-0.65457,-0.71031,0.20325,2.0,318.1,0.072
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.86299,0.0007,3.43517,-1.17886,4.3463,0.20955,11.0,433.12,5 x 5,357.0,359.0,4125.0,21.0,21.5,36 x 36,21.3,-0.12929,0.00062,3.31845,-0.66487,-0.72907,0.20249,264.0,313.1,0.071
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.8606,0.0007,3.47611,-1.18278,4.33913,0.20789,1.0,426.97,5 x 5,352.4,354.4,4130.0,21.2,21.6,105 x 97,20.0,-0.13079,0.00069,3.34777,-0.665,-0.73844,0.20119,2.0,308.1,0.069
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.85725,0.00073,3.52174,-1.18975,4.32925,0.2076,7.0,424.42,5 x 5,347.9,349.9,4135.0,21.9,22.3,94 x 36,21.5,-0.13458,0.0007,3.4103,-0.67625,-0.75803,0.2009,1.0,303.1,0.068
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.85518,0.00073,3.56202,-1.19406,4.32224,0.20596,1.0,408.65,5 x 5,343.3,345.3,4140.0,22.0,22.4,128 x 58,19.91,-0.13592,0.00071,3.43695,-0.67454,-0.7655,0.19857,20.0,298.1,0.067
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.85296,0.00075,3.60803,-1.19924,4.31278,0.2048,1.0,465.7,5 x 5,338.6,341.0,4145.0,22.5,22.9,41 x 93,20.53,-0.13876,0.00068,3.48758,-0.6803,-0.78182,0.19817,29.0,293.1,0.066
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.84877,0.00069,3.66094,-1.20853,4.2998,0.20405,12.0,403.37,5 x 5,334.4,336.5,4150.0,23.0,23.3,25 x 59,21.0,-0.14147,0.00072,3.53395,-0.68596,-0.79689,0.19751,40.0,288.1,0.065
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.84678,0.00077,3.69869,-1.21036,4.29226,0.20276,0.0,244.8,5 x 5,329.8,331.8,4155.0,23.4,23.8,39 x 88,20.6,-0.14514,0.00074,3.5814,-0.69117,-0.8123,0.19663,1.0,283.1,0.064
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.84415,0.00079,3.74402,-1.2158,4.28297,0.20154,40.0,331.84,5 x 5,325.1,327.5,4160.0,23.9,24.3,27 x 114,25.22,-0.14778,0.00076,3.63104,-0.69705,-0.82845,0.19508,10.0,278.1,0.063
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.84119,0.00072,3.78927,-1.22044,4.27282,0.2007,1.0,387.55,5 x 5,320.8,322.8,4165.0,24.6,25.1,32 x 32,25.45,-0.15132,0.00075,3.69328,-0.70814,-0.84984,0.1949,1.0,273.1,0.062
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.83352,0.0008,3.90246,-1.25539,4.23531,0.20389,1.0,378.51,5 x 5,317.8,319.9,4170.0,25.1,25.6,32 x 32,19.47,-0.15494,0.0008,3.74203,-0.71334,-0.86675,0.19419,3.0,268.1,0.06
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.83489,0.00075,3.88157,-1.23076,4.25106,0.1992,6.0,431.71,6 x 6,311.9,313.8,4175.0,25.6,26.1,32 x 83,24.02,-0.15751,0.00078,3.7911,-0.71775,-0.88275,0.19324,2.0,263.1,0.059
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.83188,0.00082,3.9355,-1.2384,4.23671,0.19848,1.0,426.91,6 x 6,307.5,309.6,4180.0,26.1,26.6,79 x 79,27.27,-0.16109,0.00077,3.83909,-0.72223,-0.89988,0.19222,14.0,258.1,0.058
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.82895,0.00083,3.97611,-1.24012,4.22717,0.19689,20.0,328.41,6 x 6,303.0,304.9,4185.0,26.7,27.2,30 x 80,25.4,-0.1638,0.00085,3.89162,-0.72875,-0.91856,0.19107,3.0,253.1,0.057
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.82612,0.00083,4.025,-1.24648,4.21445,0.19618,1.0,433.57,6 x 6,298.6,300.5,4190.0,26.9,27.3,57 x 30,26.2,-0.16631,0.00088,3.92549,-0.72612,-0.92924,0.18934,2.0,248.1,0.056
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.82146,0.00086,4.08611,-1.25694,4.19687,0.19546,3.0,412.93,6 x 6,294.2,296.7,4195.0,27.4,27.9,36 x 80,24.95,-0.16979,0.00087,3.97501,-0.73098,-0.94732,0.18872,10.0,243.1,0.055
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.8197,0.00088,4.11865,-1.25438,4.18965,0.194,1.0,311.02,6 x 6,289.8,291.5,4200.0,28.1,28.4,22 x 49,25.8,-0.17355,0.00089,4.0272,-0.73601,-0.96635,0.18771,26.0,238.1,0.054
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.816,0.0009,4.17301,-1.262,4.17404,0.19325,1.0,425.57,6 x 6,285.2,287.6,4205.0,28.9,29.4,29 x 75,25.1,-0.1777,0.00085,4.0928,-0.7472,-0.99077,0.18727,1.0,233.1,0.053
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.81277,0.00084,4.21795,-1.26467,4.16181,0.19163,8.0,399.13,6 x 6,280.9,282.9,4210.0,29.5,30.0,29 x 74,31.08,-0.18116,0.00086,4.14439,-0.75205,-1.00988,0.18642,2.0,228.1,0.051
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.80787,0.00093,4.27637,-1.27303,4.14319,0.1908,1.0,342.2,6 x 6,276.5,279.1,4215.0,30.1,30.6,71 x 71,31.52,-0.18516,0.0009,4.19577,-0.75623,-1.0288,0.18537,1.0,223.1,0.05
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.80461,0.00095,4.32286,-1.27622,4.13066,0.18973,5.0,312.35,6 x 6,272.2,274.5,4220.0,30.4,30.8,33 x 72,32.12,-0.18739,0.00093,4.23342,-0.75395,-1.04257,0.18405,2.0,218.1,0.049
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.79999,0.00092,4.38221,-1.28541,4.11084,0.18978,3.0,386.78,6 x 6,268.2,270.4,4225.0,31.1,31.4,21 x 28,30.8,-0.19126,0.00093,4.28652,-0.75917,-1.06311,0.18293,12.0,213.1,0.048
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.79675,0.00097,4.42954,-1.28808,4.09619,0.18841,1.0,374.26,6 x 6,263.7,266.1,4230.0,32.0,32.5,68 x 68,32.12,-0.19637,0.00094,4.35326,-0.76942,-1.09015,0.18333,1.0,208.1,0.047
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.79292,0.00095,4.47181,-1.28873,4.08364,0.18724,33.0,396.12,6 x 6,259.4,261.3,4235.0,32.7,33.2,26 x 67,25.12,-0.20086,0.00098,4.40687,-0.77346,-1.11131,0.18222,1.0,203.1,0.046
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.7894,0.00097,4.52068,-1.29178,4.06861,0.1856,1.0,372.18,6 x 6,255.1,256.9,4240.0,33.3,33.9,26 x 26,30.43,-0.20432,0.00098,4.45944,-0.7777,-1.13206,0.18111,1.0,198.1,0.045
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.78561,0.00096,4.57031,-1.29509,4.05121,0.18459,1.0,373.69,6 x 6,250.7,252.7,4245.0,34.0,34.5,25 x 25,32.7,-0.20835,0.00106,4.51085,-0.78086,-1.15352,0.18036,10.0,193.1,0.044
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.78141,0.00105,4.62036,-1.29883,4.03436,0.18388,5.0,262.32,6 x 6,246.6,248.2,4250.0,34.7,35.3,25 x 25,33.15,-0.21325,0.00105,4.56476,-0.78546,-1.1763,0.17906,59.0,188.1,0.042
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.77795,0.00107,4.66935,-1.30144,4.01702,0.18304,4.0,357.88,6 x 6,242.1,244.1,4255.0,34.6,36.0,15 x 39,32.88,-0.21606,0.0011,4.60542,-0.78225,-1.19181,0.17719,2.0,183.1,0.041
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.76956,0.00101,4.76149,-1.32726,3.9771,0.18457,2.0,366.66,6 x 6,239.3,241.4,4260.0,35.8,36.2,19 x 57,36.27,-0.22105,0.00112,4.65763,-0.78454,-1.21449,0.17589,23.0,178.1,0.04
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.76814,0.0011,4.77642,-1.31068,3.97725,0.18057,1.0,272.76,6 x 6,234.0,235.7,4265.0,36.9,37.5,37 x 37,34.13,-0.22641,0.00115,4.72474,-0.79487,-1.2441,0.17665,3.0,173.1,0.039
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.7632,0.00109,4.83428,-1.31815,3.95346,0.18041,5.0,360.13,6 x 6,229.8,232.0,4270.0,36.9,39.6,15 x 15,34.76,-0.23206,0.00111,4.78578,-0.80219,-1.27202,0.17565,4.0,168.1,0.038
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.75938,0.00108,4.87812,-1.3168,3.93788,0.17938,2.0,245.54,6 x 6,225.7,227.2,4275.0,37.6,40.4,15 x 15,36.3,-0.23589,0.00116,4.83728,-0.8045,-1.29499,0.17508,21.0,163.1,0.037
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.75399,0.0011,4.93764,-1.32528,3.91208,0.17824,2.0,336.38,6 x 6,221.5,223.8,4280.0,39.3,39.9,35 x 35,40.99,-0.24098,0.00121,4.88517,-0.80424,-1.31627,0.17291,1.0,158.1,0.036
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.75014,0.00118,4.97967,-1.3227,3.89581,0.17672,4.0,331.56,6 x 6,217.3,219.0,4285.0,39.3,40.8,15 x 35,37.17,-0.24463,0.00115,4.92938,-0.80191,-1.33573,0.17133,4.0,153.1,0.035
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.74509,0.00113,5.03344,-1.32628,3.8729,0.17623,5.0,341.98,6 x 11,213.2,215.1,4290.0,40.6,41.0,37 x 17,42.61,-0.24968,0.00122,4.98022,-0.80338,-1.36044,0.17052,20.0,148.1,0.033
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.7397,0.00122,5.08221,-1.32806,3.85122,0.17474,3.0,323.39,6 x 6,209.1,210.8,4295.0,41.4,41.9,28 x 16,39.58,-0.25412,0.00125,5.03295,-0.80494,-1.38531,0.16919,3.0,143.1,0.032
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.73536,0.00124,5.13355,-1.33097,3.82796,0.17422,2.0,213.2,21 x 22,205.5,206.4,4300.0,42.5,42.7,17 x 16,42.9,-0.25945,0.00122,5.08794,-0.80837,-1.41238,0.16845,32.0,138.1,0.031
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.72977,0.00126,5.18156,-1.33106,3.80622,0.17265,3.0,233.29,6 x 12,200.8,202.7,4305.0,43.2,43.6,16 x 16,39.3,-0.26498,0.00129,5.13817,-0.80839,-1.4374,0.16752,2.0,133.1,0.03
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.72442,0.00119,5.23131,-1.33233,3.78212,0.17198,4.0,229.21,6 x 6,196.8,198.6,4310.0,44.2,44.7,15 x 47,42.55,-0.27129,0.00126,5.19313,-0.81164,-1.46531,0.16662,4.0,128.1,0.029
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.71858,0.00125,5.28666,-1.33819,3.75308,0.17179,1.0,258.45,6 x 12,193.0,195.0,4315.0,45.1,45.5,15 x 15,40.66,-0.27625,0.00127,5.24316,-0.81212,-1.49154,0.16542,25.0,123.1,0.028
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.71327,0.00122,5.33394,-1.33727,3.72964,0.17044,1.0,231.57,7 x 12,189.0,190.8,4320.0,46.1,46.5,15 x 15,42.18,-0.28225,0.00132,5.29568,-0.81412,-1.51923,0.16484,3.0,118.1,0.027
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.70821,0.00129,5.38065,-1.33707,3.70445,0.16908,4.0,296.68,7 x 7,185.0,186.7,4325.0,47.1,47.5,20 x 14,44.33,-0.28752,0.00136,5.3462,-0.81494,-1.54722,0.16374,2.0,113.1,0.025
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.70281,0.00131,5.42876,-1.33812,3.67798,0.16751,1.0,186.49,7 x 7,181.1,182.7,4330.0,48.1,48.6,14 x 44,46.9,-0.29403,0.00137,5.39754,-0.81561,-1.57587,0.16303,2.0,108.1,0.024
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.69668,0.00128,5.47634,-1.33822,3.65066,0.16731,1.0,308.0,7 x 19,177.2,178.8,4335.0,49.1,49.6,14 x 14,38.15,-0.3002,0.00136,5.44661,-0.81609,-1.60438,0.16186,4.0,103.1,0.023
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.69104,0.00139,5.52289,-1.33841,3.62327,0.16569,1.0,213.78,7 x 7,173.3,174.9,4340.0,50.2,50.7,13 x 42,46.4,-0.30639,0.00143,5.49628,-0.81618,-1.63321,0.16087,1.0,98.1,0.022
1692129600,2023-08-15 16:00,2023-08-15,16.0,4438.11,2023-09-29,1696017600,45.0,0.68467,0.00138,5.56992,-1.33872,3.59476,0.16539,9.0,228.24,7 x 7,169.4,171.0,4345.0,51.3,51.8,13 x 41,47.4,-0.31191,0.00144,5.54436,-0.81616,-1.6622,0.15951,8.0,93.1,0.021
